FROM: http://127.0.0.1:8888/?corpus=762da13ca8334f4c7365a770c7768967&panels=collocatesgraph,reader,trends,summary,bubblelines&lang=en

Term	inDocumentsCount	RawFrequency	RelativeFrequency	RelativePeakedness	RelativeSkewness	Distributions
ibm	3	25	4.440813E-4	1.8066596	1.5622965	0.0,1.9263184E-4,0.0,0.0015429122,0.0,7.3648547E-4
communication	5	25	4.440813E-4	1.5296483	1.2422404	1.7307026E-4,1.9263184E-4,4.27899E-4,0.0011571841,0.0,5.891884E-4
class	2	25	4.440813E-4	1.9469768	1.6303923	0.0,5.778955E-4,0.0,0.0012536162,0.0,0.0
choice	5	25	4.440813E-4	-0.9695968	0.07197851	1.7307026E-4,6.742114E-4,2.139495E-4,4.8216007E-4,0.0,4.418913E-4
blue	3	25	4.440813E-4	-1.7348937	0.8058764	0.0,0.0,0.0013906718,3.8572805E-4,0.0,0.0011783768
applied	6	25	4.440813E-4	5.317722	2.2750335	3.4614053E-4,2.8894775E-4,4.27899E-4,1.9286403E-4,0.0021565002,5.891884E-4
appendix	3	25	4.440813E-4	0.7872372	1.1409185	5.192108E-4,4.8157957E-4,0.0,0.0011571841,0.0,0.0
algorithms	6	25	4.440813E-4	0.16163547	1.0083271	1.7307026E-4,6.260534E-4,2.139495E-4,2.8929603E-4,9.2421443E-4,4.418913E-4
ub	1	24	4.2631803E-4	6.0	2.4494898	0.0,0.0,0.0,0.0023143683,0.0,0.0
supercomputing	5	24	4.2631803E-4	0.94260305	-1.3374283	0.0,2.8894775E-4,5.3487375E-4,6.750241E-4,6.1614293E-4,5.891884E-4
row	4	24	4.2631803E-4	-2.2858913	0.37772632	0.0,6.742114E-4,1.0697475E-4,3.8572805E-4,0.0,7.3648547E-4
red	3	24	4.2631803E-4	5.9155273	2.4278514	0.0,0.0,1.0697475E-4,1.9286403E-4,0.0,0.0030932392
numerical	6	24	4.2631803E-4	0.37712613	0.79356086	8.6535135E-4,4.3342164E-4,4.27899E-4,1.9286403E-4,6.1614293E-4,2.945942E-4
message	4	24	4.2631803E-4	-1.2144037	0.80196035	0.0,1.4447387E-4,0.0011767223,3.8572805E-4,0.0,8.837826E-4
local	4	24	4.2631803E-4	1.6847763	1.5170132	0.0,5.2973756E-4,1.0697475E-4,0.0010607522,0.0,1.472971E-4
larger	5	24	4.2631803E-4	2.4509797	-1.4939507	0.0,4.8157957E-4,4.27899E-4,4.8216007E-4,3.0807147E-4,5.891884E-4
intensity	6	24	4.2631803E-4	4.0763774	1.9176956	1.7307026E-4,3.8526367E-4,5.3487375E-4,3.8572805E-4,0.0012322859,2.945942E-4
fact	6	24	4.2631803E-4	-2.352335	0.3948922	1.7307026E-4,6.742114E-4,2.139495E-4,1.9286403E-4,6.1614293E-4,4.418913E-4
engineering	2	24	4.2631803E-4	5.9879503	2.4463873	0.003980616,0.0,0.0,9.643201E-5,0.0,0.0
e0	5	24	4.2631803E-4	0.6045563	0.73543	0.0,2.8894775E-4,3.2092427E-4,5.7859207E-4,0.0012322859,7.3648547E-4
critical	2	24	4.2631803E-4	3.353666	1.8930796	0.0,4.8157957E-4,0.0,0.0013500482,0.0,0.0
coordinate	5	24	4.2631803E-4	1.0992069	1.0215592	0.0,3.8526367E-4,0.0010697475,1.9286403E-4,6.1614293E-4,2.945942E-4
box	2	24	4.2631803E-4	4.722741	2.165292	0.0,0.0,6.4184854E-4,0.0,0.0,0.0026513478
times	4	23	4.0855477E-4	1.0705312	1.2022521	0.0,3.371057E-4,2.139495E-4,0.0011571841,6.1614293E-4,0.0
startup	5	23	4.0855477E-4	-1.0921401	0.9301289	0.0,2.4078978E-4,1.0697475E-4,3.8572805E-4,0.0015403574,0.0011783768
pick	5	23	4.0855477E-4	-1.1081537	0.57075316	0.0,6.260534E-4,1.0697475E-4,4.8216007E-4,9.2421443E-4,1.472971E-4
mixing	1	23	4.0855477E-4	6.0	2.4494898	0.0,0.0,0.0,0.0022179363,0.0,0.0
mark	4	23	4.0855477E-4	-1.1401753	0.36792073	0.0,5.778955E-4,0.0,7.714561E-4,3.0807147E-4,2.945942E-4
lines	5	23	4.0855477E-4	2.929018	1.5206891	3.4614053E-4,3.8526367E-4,2.139495E-4,9.6432015E-4,0.0,1.472971E-4
l1,2x	1	23	4.0855477E-4	6.0	2.4494898	0.0,0.0,0.0024604194,0.0,0.0,0.0
free	1	23	4.0855477E-4	6.0	2.4494898	0.0,0.001107633,0.0,0.0,0.0,0.0
form	5	23	4.0855477E-4	-1.2746893	-0.6318297	5.192108E-4,4.8157957E-4,3.2092427E-4,5.7859207E-4,0.0,1.472971E-4
equivalence	3	23	4.0855477E-4	3.5557232	1.9010957	0.0,4.3342164E-4,0.0,0.0012536162,0.0,1.472971E-4
complicated	5	23	4.0855477E-4	-0.5300889	0.37075448	0.0,1.4447387E-4,9.627728E-4,5.7859207E-4,3.0807147E-4,5.891884E-4
bc	2	23	4.0855477E-4	5.9038014	2.4255207	0.0,1.4447387E-4,0.002139495,0.0,0.0,0.0
timing	4	22	3.9079154E-4	1.8851906	1.427497	0.0,2.4078978E-4,0.0012836971,2.8929603E-4,6.1614293E-4,0.0
sum	4	22	3.9079154E-4	-1.7866957	0.5100135	0.0,3.371057E-4,6.4184854E-4,7.714561E-4,0.0,1.472971E-4
spent	3	22	3.9079154E-4	3.9767938	1.9772863	1.7307026E-4,3.8526367E-4,0.0,0.0012536162,0.0,0.0
specific	6	22	3.9079154E-4	-0.64980024	-0.5977528	1.7307026E-4,4.3342164E-4,4.27899E-4,4.8216007E-4,3.0807147E-4,2.945942E-4
reciprocal	5	22	3.9079154E-4	4.2364945	1.8909032	0.0,2.8894775E-4,4.27899E-4,4.8216007E-4,0.0015403574,2.945942E-4
nb	2	22	3.9079154E-4	2.1632946	1.6699317	0.0,8.668433E-4,0.0,3.8572805E-4,0.0,0.0
measurements	2	22	3.9079154E-4	2.5549304	1.7422547	0.0,4.8157957E-4,0.0,0.0011571841,0.0,0.0
marked	4	22	3.9079154E-4	2.2132287	1.6303926	0.0,1.9263184E-4,1.0697475E-4,6.750241E-4,0.0,0.0014729709
just	5	22	3.9079154E-4	2.16944	0.011651715	3.4614053E-4,3.8526367E-4,3.2092427E-4,6.750241E-4,0.0,2.945942E-4
iso	4	22	3.9079154E-4	-1.9267508	-0.36548528	0.0,6.260534E-4,5.3487375E-4,0.0,3.0807147E-4,4.418913E-4
column	5	22	3.9079154E-4	-0.87913287	0.6230667	0.0,1.9263184E-4,7.488233E-4,9.643201E-5,6.1614293E-4,0.0011783768
block	4	22	3.9079154E-4	5.1729207	2.2360764	0.0,3.371057E-4,0.0,9.643201E-5,3.0807147E-4,0.0019148623
variable	3	21	3.7302828E-4	5.0814676	2.238876	0.0029421945,9.631592E-5,0.0,0.0,6.1614293E-4,0.0
simple	4	21	3.7302828E-4	0.5562092	1.0354793	0.0,6.742114E-4,2.139495E-4,3.8572805E-4,0.0,1.472971E-4
shape	2	21	3.7302828E-4	5.4907417	2.3299124	0.0,9.6315914E-4,0.0,0.0,0.0,1.472971E-4
points	4	21	3.7302828E-4	5.33637	2.2691631	0.0,1.9263184E-4,2.139495E-4,0.0013500482,0.0,1.472971E-4
misses	1	21	3.7302828E-4	6.0	2.4494898	0.0,0.0010113171,0.0,0.0,0.0,0.0
limited	4	21	3.7302828E-4	4.29097	2.0440936	0.0,9.631592E-5,0.0014976466,1.9286403E-4,0.0,4.418913E-4
frequency	4	21	3.7302828E-4	1.5650216	1.0884255	0.0,7.2236935E-4,2.139495E-4,2.8929603E-4,3.0807147E-4,0.0
flow	1	21	3.7302828E-4	6.0	2.4494898	0.0036344756,0.0,0.0,0.0,0.0,0.0
factor	5	21	3.7302828E-4	3.3252466	1.5337405	0.0,2.8894775E-4,4.27899E-4,4.8216007E-4,0.0012322859,2.945942E-4
energy	6	21	3.7302828E-4	0.8563556	1.3967934	0.0015576323,1.9263184E-4,1.0697475E-4,2.8929603E-4,9.2421443E-4,1.472971E-4
dotted	4	21	3.7302828E-4	-0.7616799	0.98294526	0.0,6.742114E-4,1.0697475E-4,4.8216007E-4,0.0,1.472971E-4
þ	1	20	3.5526502E-4	6.0	2.4494898	0.0,0.0,0.0,0.0019286403,0.0,0.0
t0	5	20	3.5526502E-4	-0.6961223	0.7677425	0.0,3.371057E-4,2.139495E-4,6.750241E-4,9.2421443E-4,1.472971E-4
study	6	20	3.5526502E-4	-1.5892107	0.6298399	1.7307026E-4,4.8157957E-4,1.0697475E-4,5.7859207E-4,3.0807147E-4,1.472971E-4
step	4	20	3.5526502E-4	0.38678125	0.69892895	0.0,2.8894775E-4,4.27899E-4,7.714561E-4,0.0,2.945942E-4
rw	1	20	3.5526502E-4	6.0	2.4494898	0.0,9.6315914E-4,0.0,0.0,0.0,0.0
order	4	20	3.5526502E-4	5.7255254	2.3767693	1.7307026E-4,1.4447387E-4,0.0016046213,9.643201E-5,0.0,0.0
nc	2	20	3.5526502E-4	1.4364365	1.5381328	0.0,4.8157957E-4,0.0,9.6432015E-4,0.0,0.0
na	2	20	3.5526502E-4	5.7615013	2.3916607	0.0,9.150012E-4,0.0,9.643201E-5,0.0,0.0
measure	4	20	3.5526502E-4	-2.0397298	0.49523732	0.0,6.742114E-4,0.0,9.643201E-5,3.0807147E-4,5.891884E-4
linpack	5	20	3.5526502E-4	3.2624214	1.7528061	0.0,1.4447387E-4,5.3487375E-4,1.9286403E-4,3.0807147E-4,0.0013256739
equations	6	20	3.5526502E-4	5.844586	2.41015	0.0017307027,1.9263184E-4,2.139495E-4,1.9286403E-4,3.0807147E-4,1.472971E-4
corresponds	5	20	3.5526502E-4	-0.6255748	0.8447819	0.0,4.815796E-5,4.27899E-4,2.8929603E-4,9.2421443E-4,0.0013256739
coefficient	1	20	3.5526502E-4	6.0	2.4494898	0.0,0.0,0.0,0.0019286403,0.0,0.0
code	5	20	3.5526502E-4	-1.3488873	0.9669592	8.6535135E-4,9.631592E-5,0.0010697475,1.9286403E-4,0.0,1.472971E-4
choices	3	20	3.5526502E-4	2.4879293	1.5876712	0.0,7.7052735E-4,2.139495E-4,0.0,0.0,2.945942E-4
becomes	6	20	3.5526502E-4	-1.4818268	0.29212138	1.7307026E-4,4.8157957E-4,4.27899E-4,1.9286403E-4,3.0807147E-4,2.945942E-4
asymptotic	4	20	3.5526502E-4	1.2333335	1.1603668	0.0,6.742114E-4,1.0697475E-4,2.8929603E-4,0.0,2.945942E-4
al	4	20	3.5526502E-4	4.32346	2.0562754	0.0020768433,1.9263184E-4,0.0,1.9286403E-4,6.1614293E-4,0.0
use	4	19	3.3750178E-4	-0.057203583	0.4223465	5.192108E-4,4.3342164E-4,0.0,3.8572805E-4,9.2421443E-4,0.0
springer	6	19	3.3750178E-4	-1.485988	-0.42775983	5.192108E-4,4.3342164E-4,1.0697475E-4,1.9286403E-4,3.0807147E-4,4.418913E-4
singh	2	19	3.3750178E-4	3.0091958	1.827444	0.0013845621,5.2973756E-4,0.0,0.0,0.0,0.0
property	5	19	3.3750178E-4	-1.2300824	-0.54957485	5.192108E-4,4.3342164E-4,1.0697475E-4,3.8572805E-4,0.0,2.945942E-4
network	5	19	3.3750178E-4	-1.3644065	0.3257862	1.7307026E-4,4.8157957E-4,2.139495E-4,4.8216007E-4,0.0,1.472971E-4
miss	1	19	3.3750178E-4	6.0	2.4494898	0.0,9.150012E-4,0.0,0.0,0.0,0.0
lie	5	19	3.3750178E-4	0.6279233	0.541815	0.0,3.8526367E-4,1.0697475E-4,6.750241E-4,3.0807147E-4,2.945942E-4
l2	2	19	3.3750178E-4	5.053735	2.2347796	0.0,0.0,3.2092427E-4,0.0015429122,0.0,0.0
journal	5	19	3.3750178E-4	-0.43597522	0.53368765	3.4614053E-4,0.0,1.0697475E-4,6.750241E-4,0.0012322859,7.3648547E-4
heroux	2	19	3.3750178E-4	5.9275336	2.431316	0.0,9.631592E-5,0.0,0.0016393443,0.0,0.0
hand	6	19	3.3750178E-4	1.7975334	0.28868935	3.4614053E-4,3.8526367E-4,1.0697475E-4,2.8929603E-4,3.0807147E-4,5.891884E-4
f0	5	19	3.3750178E-4	-0.1448247	0.84994847	0.0,5.2973756E-4,1.0697475E-4,9.643201E-5,9.2421443E-4,4.418913E-4
difference	5	19	3.3750178E-4	-1.8618592	0.074696586	1.7307026E-4,3.8526367E-4,1.0697475E-4,4.8216007E-4,0.0,5.891884E-4
determine	5	19	3.3750178E-4	-0.78743845	0.5139329	0.0,2.4078978E-4,2.139495E-4,7.714561E-4,6.1614293E-4,2.945942E-4
constraint	4	19	3.3750178E-4	2.5374	1.5633904	0.0,1.4447387E-4,0.0010697475,2.8929603E-4,0.0,4.418913E-4
change	6	19	3.3750178E-4	1.3136414	1.3427167	1.7307026E-4,2.4078978E-4,2.139495E-4,6.750241E-4,3.0807147E-4,4.418913E-4
λ2	1	18	3.1973852E-4	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,0.0026513478
λ1	1	18	3.1973852E-4	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,0.0026513478
velocity	3	18	3.1973852E-4	5.521568	2.33383	0.0019037729,2.8894775E-4,0.0,9.643201E-5,0.0,0.0
space	5	18	3.1973852E-4	0.2959899	-0.43676147	3.4614053E-4,1.9263184E-4,3.2092427E-4,5.7859207E-4,0.0,4.418913E-4
sgi	1	18	3.1973852E-4	6.0	2.4494898	0.0,0.0,0.0,0.0017357763,0.0,0.0
requires	4	18	3.1973852E-4	-2.1898155	0.020325167	1.7307026E-4,3.371057E-4,5.3487375E-4,4.8216007E-4,0.0,0.0
provides	5	18	3.1973852E-4	-0.53064096	0.095786415	0.0,3.371057E-4,6.4184854E-4,9.643201E-5,3.0807147E-4,4.418913E-4
operations	5	18	3.1973852E-4	-1.0478413	0.45601952	0.0,1.9263184E-4,5.3487375E-4,6.750241E-4,3.0807147E-4,1.472971E-4
ofthe	5	18	3.1973852E-4	3.7338352	1.7907475	0.0,3.371057E-4,2.139495E-4,9.643201E-5,3.0807147E-4,0.0010310797
non	4	18	3.1973852E-4	5.83993	2.407432	0.0022499135,9.631592E-5,0.0,1.9286403E-4,0.0,1.472971E-4
introduction	6	18	3.1973852E-4	-0.36698133	0.74422836	8.6535135E-4,1.4447387E-4,3.2092427E-4,1.9286403E-4,6.1614293E-4,4.418913E-4
gradient	3	18	3.1973852E-4	1.5350858	1.5529737	0.0015576323,4.815796E-5,0.0,7.714561E-4,0.0,0.0
follows	5	18	3.1973852E-4	4.4457664	1.9448129	0.0013845621,0.0,4.27899E-4,2.8929603E-4,3.0807147E-4,2.945942E-4
changes	5	18	3.1973852E-4	-1.7799109	0.8184974	0.0,2.8894775E-4,1.0697475E-4,9.643201E-5,9.2421443E-4,0.0010310797
cells	1	18	3.1973852E-4	6.0	2.4494898	0.0,0.0,0.0019255456,0.0,0.0,0.0
called	6	18	3.1973852E-4	0.3495822	0.7665046	5.192108E-4,2.4078978E-4,3.2092427E-4,9.643201E-5,3.0807147E-4,7.3648547E-4
3.3	5	18	3.1973852E-4	4.072822	1.9020172	3.4614053E-4,4.815796E-5,4.27899E-4,0.0,3.0807147E-4,0.0014729709
3.1	6	18	3.1973852E-4	4.602749	2.1025107	5.192108E-4,1.4447387E-4,3.2092427E-4,2.8929603E-4,0.0015403574,1.472971E-4
2.1	5	18	3.1973852E-4	2.1458223	1.4354591	0.0,2.8894775E-4,3.2092427E-4,9.643201E-5,0.0012322859,5.891884E-4
ε	1	17	3.0197526E-4	6.0	2.4494898	0.0,0.0,0.0018185708,0.0,0.0,0.0
ð6	1	17	3.0197526E-4	6.0	2.4494898	0.0,0.0,0.0,0.0016393443,0.0,0.0
trace	1	17	3.0197526E-4	6.0	2.4494898	0.0,8.186853E-4,0.0,0.0,0.0,0.0
rows	3	17	3.0197526E-4	-3.2791586	0.018373234	0.0,4.3342164E-4,0.0,4.8216007E-4,0.0,4.418913E-4
qr	4	17	3.0197526E-4	5.9427414	2.434518	0.0,0.0,2.139495E-4,9.643201E-5,0.004004929,1.472971E-4
like	5	17	3.0197526E-4	4.508	1.9707705	0.0,2.4078978E-4,2.139495E-4,1.9286403E-4,3.0807147E-4,0.0010310797
let	4	17	3.0197526E-4	-1.0829799	0.81190896	1.7307026E-4,4.3342164E-4,1.0697475E-4,5.7859207E-4,0.0,0.0
international	5	17	3.0197526E-4	-1.7781175	0.38146096	5.192108E-4,2.8894775E-4,1.0697475E-4,5.7859207E-4,0.0,1.472971E-4
ing	4	17	3.0197526E-4	4.888702	2.1467817	0.0,6.742114E-4,1.0697475E-4,9.643201E-5,0.0,1.472971E-4
information	6	17	3.0197526E-4	-2.3286293	0.20821553	1.7307026E-4,4.3342164E-4,4.27899E-4,9.643201E-5,3.0807147E-4,1.472971E-4
increase	4	17	3.0197526E-4	0.98059464	1.4204924	0.0,9.631592E-5,0.0010697475,9.643201E-5,0.0,5.891884E-4
ieee	6	17	3.0197526E-4	0.041376065	0.81809294	1.7307026E-4,3.371057E-4,2.139495E-4,4.8216007E-4,3.0807147E-4,1.472971E-4
given	6	17	3.0197526E-4	-0.32825565	0.7578234	5.192108E-4,2.8894775E-4,1.0697475E-4,9.643201E-5,3.0807147E-4,7.3648547E-4
dumka	1	17	3.0197526E-4	6.0	2.4494898	0.0029421945,0.0,0.0,0.0,0.0,0.0
dimen	3	17	3.0197526E-4	4.9869485	2.198216	0.0,7.2236935E-4,0.0,9.643201E-5,0.0,1.472971E-4
defines	4	17	3.0197526E-4	-0.6684608	0.49664554	0.0,3.371057E-4,3.2092427E-4,5.7859207E-4,0.0,1.472971E-4
curves	4	17	3.0197526E-4	2.610061	1.6280699	0.0,2.4078978E-4,4.27899E-4,9.643201E-5,0.0,0.0010310797
cs	2	17	3.0197526E-4	5.89631	2.4237022	0.0,1.4447387E-4,0.0,0.0,0.0,0.0020621594
conference	5	17	3.0197526E-4	1.3596202	0.88158226	3.4614053E-4,2.4078978E-4,1.0697475E-4,6.750241E-4,0.0,2.945942E-4
channel	1	17	3.0197526E-4	6.0	2.4494898	0.0,8.186853E-4,0.0,0.0,0.0,0.0
256	2	17	3.0197526E-4	5.3242917	2.2931361	0.0,4.3342164E-4,0.0,0.0,0.0024645717,0.0
xj	2	16	2.8421203E-4	1.2649472	1.5074565	0.0,6.260534E-4,3.2092427E-4,0.0,0.0,0.0
total	4	16	2.8421203E-4	-1.1812109	0.8049555	8.6535135E-4,9.631592E-5,6.4184854E-4,2.8929603E-4,0.0,0.0
solve	5	16	2.8421203E-4	0.8629841	0.90484333	0.0010384216,4.815796E-5,5.3487375E-4,0.0,3.0807147E-4,4.418913E-4
seven	4	16	2.8421203E-4	-2.133538	0.1936278	0.0,3.8526367E-4,1.0697475E-4,4.8216007E-4,0.0,2.945942E-4
sage	3	16	2.8421203E-4	5.605325	2.3543653	0.0,4.815796E-5,0.0013906718,1.9286403E-4,0.0,0.0
research	6	16	2.8421203E-4	1.4298929	1.211762	6.9228106E-4,1.4447387E-4,2.139495E-4,2.8929603E-4,3.0807147E-4,4.418913E-4
references	6	16	2.8421203E-4	4.6512527	2.0771177	3.4614053E-4,9.631592E-5,2.139495E-4,1.9286403E-4,3.0807147E-4,0.0010310797
listed	4	16	2.8421203E-4	-0.16697049	0.5147655	1.7307026E-4,4.8157957E-4,2.139495E-4,2.8929603E-4,0.0,0.0
known	4	16	2.8421203E-4	-1.8713853	0.8248752	5.192108E-4,5.2973756E-4,1.0697475E-4,9.643201E-5,0.0,0.0
henry	2	16	2.8421203E-4	4.2277136	2.0644221	0.0,0.0,0.0,0.0,0.0030807147,8.837826E-4
good	5	16	2.8421203E-4	0.5813762	0.20038386	1.7307026E-4,3.371057E-4,5.3487375E-4,1.9286403E-4,3.0807147E-4,0.0
follow	5	16	2.8421203E-4	-0.67338264	0.0014535452	0.0,1.9263184E-4,5.3487375E-4,2.8929603E-4,6.1614293E-4,2.945942E-4
et	2	16	2.8421203E-4	4.5941234	2.1387634	0.0024229838,0.0,0.0,0.0,6.1614293E-4,0.0
decomposition	3	16	2.8421203E-4	1.7196665	1.5738403	0.0,0.0,6.4184854E-4,9.643201E-5,0.0,0.0013256739
application	4	16	2.8421203E-4	-1.7938778	-0.7133063	3.4614053E-4,3.371057E-4,4.27899E-4,2.8929603E-4,0.0,0.0
325	3	16	2.8421203E-4	5.504478	2.327077	0.0,9.631592E-5,0.0012836971,1.9286403E-4,0.0,0.0
1þ	1	16	2.8421203E-4	6.0	2.4494898	0.0,0.0,0.0,0.0015429122,0.0,0.0
0.00000	2	16	2.8421203E-4	5.467577	2.324748	0.0,3.8526367E-4,0.0,0.0,0.0024645717,0.0
ð2	1	15	2.6644877E-4	6.0	2.4494898	0.0,0.0,0.0,0.0014464803,0.0,0.0
words	4	15	2.6644877E-4	-1.4010774	-0.123625554	0.0,3.371057E-4,2.139495E-4,4.8216007E-4,3.0807147E-4,0.0
w0	1	15	2.6644877E-4	6.0	2.4494898	0.0,0.0,0.0016046213,0.0,0.0,0.0
understanding	6	15	2.6644877E-4	0.9389083	1.1472944	1.7307026E-4,4.815796E-5,1.0697475E-4,7.714561E-4,3.0807147E-4,4.418913E-4
substitute	4	15	2.6644877E-4	-0.27275923	0.4112965	0.0,2.8894775E-4,5.3487375E-4,1.9286403E-4,0.0,2.945942E-4
slope	4	15	2.6644877E-4	-2.0066972	0.46582595	0.0,4.3342164E-4,1.0697475E-4,1.9286403E-4,0.0,4.418913E-4
s1	3	15	2.6644877E-4	-0.14793958	0.9050683	0.0,0.0,5.3487375E-4,0.0,6.1614293E-4,0.0011783768
plot	5	15	2.6644877E-4	-0.49472636	0.44574764	0.0,3.371057E-4,5.3487375E-4,9.643201E-5,3.0807147E-4,1.472971E-4
multiplication	3	15	2.6644877E-4	-3.2245095	0.036157582	0.0,3.8526367E-4,0.0,3.8572805E-4,0.0,4.418913E-4
methods	4	15	2.6644877E-4	0.46921748	1.0783792	1.7307026E-4,3.371057E-4,1.0697475E-4,5.7859207E-4,0.0,0.0
m.a	1	15	2.6644877E-4	6.0	2.4494898	0.0,0.0,0.0,0.0014464803,0.0,0.0
lower	5	15	2.6644877E-4	0.11588024	0.10260133	0.0,2.8894775E-4,5.3487375E-4,9.643201E-5,3.0807147E-4,2.945942E-4
lists	5	15	2.6644877E-4	3.7355316	1.9345733	0.0012114919,1.4447387E-4,1.0697475E-4,9.643201E-5,0.0,4.418913E-4
linear	5	15	2.6644877E-4	-1.3692944	-0.37344298	1.7307026E-4,3.8526367E-4,3.2092427E-4,9.643201E-5,0.0,2.945942E-4
institute	4	15	2.6644877E-4	-1.9091487	-0.47632775	0.0,2.4078978E-4,3.2092427E-4,3.8572805E-4,0.0,4.418913E-4
ii	3	15	2.6644877E-4	0.8057597	1.2315578	0.0,3.8526367E-4,2.139495E-4,0.0,0.0,7.3648547E-4
following	6	15	2.6644877E-4	0.5155831	1.1505955	1.7307026E-4,4.3342164E-4,1.0697475E-4,1.9286403E-4,3.0807147E-4,1.472971E-4
fit	3	15	2.6644877E-4	-1.9358114	0.55965513	0.0,3.8526367E-4,2.139495E-4,4.8216007E-4,0.0,0.0
fcomp	1	15	2.6644877E-4	6.0	2.4494898	0.0,0.0,0.0,0.0014464803,0.0,0.0
experimental	3	15	2.6644877E-4	-2.7671196	0.17714956	5.192108E-4,3.8526367E-4,0.0,3.8572805E-4,0.0,0.0
described	5	15	2.6644877E-4	1.3892112	-0.049286015	5.192108E-4,2.4078978E-4,3.2092427E-4,1.9286403E-4,0.0,2.945942E-4
common	4	15	2.6644877E-4	-1.9481113	-0.52501035	0.0,3.371057E-4,2.139495E-4,3.8572805E-4,0.0,2.945942E-4
buckingham’s	1	15	2.6644877E-4	6.0	2.4494898	0.002596054,0.0,0.0,0.0,0.0,0.0
balance	5	15	2.6644877E-4	-1.3852932	-0.23754284	0.0,9.631592E-5,5.3487375E-4,4.8216007E-4,3.0807147E-4,2.945942E-4
average	3	15	2.6644877E-4	4.5226207	2.0853574	0.0,1.9263184E-4,0.0,2.8929603E-4,0.0,0.0011783768
1γ	1	15	2.6644877E-4	6.0	2.4494898	0.0,7.2236935E-4,0.0,0.0,0.0,0.0
103	4	15	2.6644877E-4	-1.8123354	-0.69953865	0.0,3.8526367E-4,3.2092427E-4,0.0,3.0807147E-4,4.418913E-4
transfer	5	14	2.486855E-4	-1.5109997	0.7621055	6.9228106E-4,1.4447387E-4,2.139495E-4,9.643201E-5,0.0,5.891884E-4
top	4	14	2.486855E-4	-1.4726084	-0.1713681	0.0,2.8894775E-4,4.27899E-4,1.9286403E-4,0.0,2.945942E-4
tl	1	14	2.486855E-4	6.0	2.4494898	0.0,0.0,0.0,0.0013500482,0.0,0.0
tb	1	14	2.486855E-4	6.0	2.4494898	0.0,0.0,0.0,0.0013500482,0.0,0.0
s2	3	14	2.486855E-4	-1.1322507	0.64551634	0.0,0.0,5.3487375E-4,0.0,6.1614293E-4,0.0010310797
recipe	3	14	2.486855E-4	2.2446973	1.5348084	0.0,5.2973756E-4,2.139495E-4,0.0,0.0,1.472971E-4
plus	3	14	2.486855E-4	3.9203415	1.9652978	0.0,2.4078978E-4,1.0697475E-4,7.714561E-4,0.0,0.0
minnesota	5	14	2.486855E-4	-0.9052971	-0.21038543	0.0,9.631592E-5,3.2092427E-4,3.8572805E-4,6.1614293E-4,4.418913E-4
messages	3	14	2.486855E-4	-0.99495643	0.9880009	0.0,0.0,6.4184854E-4,1.9286403E-4,0.0,8.837826E-4
mb	2	14	2.486855E-4	5.1271057	2.2504513	0.0,1.9263184E-4,0.0,9.6432015E-4,0.0,0.0
make	6	14	2.486855E-4	-1.8768705	-0.5108195	1.7307026E-4,2.4078978E-4,3.2092427E-4,2.8929603E-4,3.0807147E-4,1.472971E-4
inequality	3	14	2.486855E-4	3.307843	1.7856337	0.0,2.8894775E-4,2.139495E-4,0.0,0.0,8.837826E-4
fs	1	14	2.486855E-4	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,0.0020621594
examples	3	14	2.486855E-4	2.2446973	1.5348084	0.0,5.2973756E-4,2.139495E-4,0.0,0.0,1.472971E-4
describe	3	14	2.486855E-4	-1.3102115	0.8001151	0.0,1.9263184E-4,4.27899E-4,5.7859207E-4,0.0,0.0
decreases	5	14	2.486855E-4	1.2995888	0.3069972	0.0,1.9263184E-4,5.3487375E-4,1.9286403E-4,3.0807147E-4,2.945942E-4
concept	6	14	2.486855E-4	1.1581653	1.3223015	1.7307026E-4,2.4078978E-4,1.0697475E-4,3.8572805E-4,6.1614293E-4,1.472971E-4
bupi	1	14	2.486855E-4	6.0	2.4494898	0.0024229838,0.0,0.0,0.0,0.0,0.0
applications	5	14	2.486855E-4	0.34426695	0.6158162	5.192108E-4,2.8894775E-4,1.0697475E-4,2.8929603E-4,0.0,1.472971E-4
6.3	3	14	2.486855E-4	4.8740354	2.1751091	0.0,1.9263184E-4,1.0697475E-4,8.6788816E-4,0.0,0.0
5.1	4	14	2.486855E-4	-1.6574788	0.13959037	0.0,3.8526367E-4,3.2092427E-4,1.9286403E-4,0.0,1.472971E-4
3.4	6	14	2.486855E-4	-0.6207684	0.71121323	5.192108E-4,1.4447387E-4,2.139495E-4,3.8572805E-4,3.0807147E-4,1.472971E-4
2n	4	14	2.486855E-4	-1.6790496	0.28445673	3.4614053E-4,2.4078978E-4,0.0,0.0,6.1614293E-4,7.3648547E-4
10.1016	4	14	2.486855E-4	4.2930965	1.9681939	0.0012114919,0.0,2.139495E-4,2.8929603E-4,0.0,2.945942E-4
1.1	3	14	2.486855E-4	0.4803186	1.2530051	0.0,0.0,3.2092427E-4,0.0,0.0015403574,8.837826E-4
zero	5	13	2.3092226E-4	-0.7846412	-0.8056543	1.7307026E-4,2.8894775E-4,1.0697475E-4,2.8929603E-4,0.0,2.945942E-4
